id,category,category_label,topic,difficulty,question,options,answer,solution,source_repo,source_file
quantitative-aptitude-basic-simple-interest-0066,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Simple Interest,basic,Find the time if simple interest on $600 is $90 at 5% per annum.,3 years | 5 years | 1 years | 6 years,3 years,"\( 90 = (600 \times 5 \times T) / 100 \), so \( T90 = 600 \times 5 \times T / 100 \). \( T = (90 \times 100) / (600 \times 5) = 9000 / 3000 = 3 \).",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-simple-interest-0067,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Simple Interest,basic,Calculate simple interest on $1500 at 7% for 2 years.,$210 | $215 | $207 | $420,$210,SI = (1500 \times 7 \times 2) / 100 = 210 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-simple-interest-0068,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Simple Interest,basic,"If simple interest is $200 on a sum at 8% for 5 years, find the principal.",$500 | $505 | $497 | $1000,$500,"\( 200 = (P \times 8 \times 5) / 100 \), so \( P200 = P \times 40 / 100 \). \( P = (200 \times 100) / 40 = 500 \).",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-simple-interest-0069,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Simple Interest,basic,Find the simple interest on $800 at 2.5% for 4 years.,$80 | $85 | $77 | $160,$80,SI = (800 \times 2.5 \times 4) / 100 = 80 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-simple-interest-0070,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Simple Interest,basic,What is the principal if simple interest is $75 at 3% for 5 years?,$500 | $505 | $497 | $1000,$500,"\( 75 = (P \times 3 \times 5) / 100 \), so \( P75 = P \times 15 / 100 \). \( P = (75 \times 100) / 15 = 500 \).",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-number-systems-0071,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Number Systems,basic,What is the sum of the first 5 odd numbers?,25 | 30 | 22 | 50,25,"First 5 odd numbers: 1, 3, 5, 7, 9. Sum = 1 + 3 + 5 + 7 + 9 = 25.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-number-systems-0072,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Number Systems,basic,Find the product of 12 and 5.,60 | 65 | 57 | 120,60,12 × 5 = 60.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-number-systems-0073,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Number Systems,basic,What is the square of 7?,49 | 54 | 46 | 98,49,\( 7^2 = 7 \times 7 = 49 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-number-systems-0074,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Number Systems,basic,Find the cube of 4.,64 | 69 | 61 | 128,64,\( 4^3 = 4 \times 4 \times 4 = 64 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-number-systems-0075,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Number Systems,basic,What is the sum of the first 4 even numbers?,20 | 25 | 17 | 40,20,"First 4 even numbers: 2, 4, 6, 8. Sum = 2 + 4 + 6 + 8 = 20.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-number-systems-0076,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Number Systems,basic,"If a number is divisible by both 2 and 3, is it divisible by 6?",Yes | None of the above | Both Yes... and alternative | Insufficient data,Yes,"A number divisible by 2 and 3 is divisible by their LCM, which is 6.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-number-systems-0077,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Number Systems,basic,Find the square root of 16.,4 | 6 | 1 | 8,4,\( \sqrt{16} = 4 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-number-systems-0078,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Number Systems,basic,What is 15 divided by 3?,5 | 7 | 2 | 10,5,15 / 3 = 5.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-number-systems-0079,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Number Systems,basic,"Find the sum of 7, 14, and 21.",42 | 47 | 39 | 84,42,7 + 14 + 21 = 42.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-number-systems-0080,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Number Systems,basic,What is the product of 8 and 6?,48 | 53 | 45 | 96,48,8 × 6 = 48.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0081,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If a rectangle has length 10 cm and width 5 cm, find its area.",50 cm² | 55 cm² | 47 cm² | 100 cm²,50 cm²,Area = Length × Width = 10 × 5 = 50 cm².,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0082,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"A tank holds 100 liters. If 20 liters are used, how much is left?",80 liters | 85 liters | 77 liters | 160 liters,80 liters,Remaining = 100 - 20 = 80 liters.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0083,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If 1 kg of apples costs $50, what is the cost of 3 kg?",$150 | $155 | $147 | $300,$150,Cost = 3 × 50 = $150.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0084,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,A clock shows 3:00. What time is it after 2 hours?,5:00 | 7:00 | 2:00 | 10:00,5:00,3:00 + 2 hours = 5:00.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0085,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If a circle has radius 7 cm, find its circumference (use π = 3.14).",43.96 cm | 46.46 cm | 42.46 cm | 52.75 cm,43.96 cm,Circumference = \( 2 \pi r = 2 \times 3.14 \times 7 = 43.96 \) cm.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0086,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If 5 pens cost $25, what is the cost of 1 pen?",$5 | $7 | $2 | $10,$5,Cost per pen = 25 / 5 = 5.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0087,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"A bag contains 60 candies. If 15 are eaten, how many remain?",45 candies | 50 candies | 42 candies | 90 candies,45 candies,Remaining = 60 − 15 = 45.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0088,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If a square has side 6 cm, find its perimeter.",24 cm | 29 cm | 21 cm | 48 cm,24 cm,Perimeter = 4 × Side = 4 × 6 = 24 cm.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0089,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If 1 meter of cloth costs $30, how much does 4 meters cost?",$120 | $125 | $117 | $240,$120,Cost = 4 × 30 = $120.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0090,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If a bottle contains 500 mL and 200 mL is poured out, how much is left?",300 mL | 305 mL | 297 mL | 600 mL,300 mL,Left = 500 − 200 = 300 mL.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0091,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,A man can walk 20 km in 4 hours. How far does he walk in 1 hour?,5 km | 7 km | 2 km | 10 km,5 km,Speed = 20 / 4 = 5 km/h. Distance in 1 hour = 5 km.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0092,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If 2 liters of milk cost $4, what is the cost of 1 liter?",$2 | $4 | $1 | $32,$2,Cost per liter = 4 / 2 = $2.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0093,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,A box contains 24 chocolates equally shared among 6 children. How many does each get?,4 chocolates | 6 chocolates | 1 chocolates | 8 chocolates,4 chocolates,Each gets = 24 / 6 = 4.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0094,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If a number increased by 10 is 110. equals, what is the original number?",100 | 105 | 97 | 200,100,"Let the number be \( x \). Then, \( x + 10 = 110 \). \( x = 110 − 110 - 10 =110 \). 10 = 100.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0095,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"A shelf holds 50 books. If 20 are removed, how many remain left?",30 books | 35 books | 27 books | 60 books,30 books,Remaining = 50 − 20 −= 50. 30,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0096,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If a train travels 150 km in 3 hours. hours, what is its speed?",50 km/h | 55 km/h | 47 km/h | 100 km/h,50 km/h,Speed = 150 / 3 = 50 km/h.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0097,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If a worker earns $120 in 3 days. days, how much does he earn in 1 day?",$40 | $45 | $37 | $80,$40,Earning per day = 120 / 3 = $40.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0098,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,"If 3 notebooks cost $15, what is the cost of 1 notebook?",$5 | $7 | $2 | $10,$5,Cost per notebook = 15 / 3 = $5.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-basic-miscellaneous-0099,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Miscellaneous,basic,A car travels at a 30 km/h. How far. does it go in 2 hours?,60 km | 65 km | 57 km | 120 km,60 km,Distance = 30 × 2 = 60 km. km,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/01 Basic/README.md
quantitative-aptitude-intermediate-percentages-0001,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Percentages,intermediate,"A number is increased by 20% and then decreased by 10%. If the final number is 264, find the original number.",244.44 | 246.94 | 242.94 | 293.33,244.44,Let the original number be \( x \). After 20% increase: \( 1.2x \). After 10% decrease: \( 1.2x \times 0.9 = 1.08x \). Given \( 1.08x = 264 \). \( x = 264 / 1.08 = 244.44 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
quantitative-aptitude-intermediate-percentages-0002,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Percentages,intermediate,"If 30% of a number is 45, what is 40% of that number?",60 | 65 | 57 | 120,60,"Let the number be \( x \). Given \( 0.3x = 45 \), so \( x = 45 / 0.3 = 150 \). 40% of 150 = \( 0.4 \times 150 = 60 \).",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
quantitative-aptitude-intermediate-percentages-0003,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Percentages,intermediate,A salary of $5000 is increased by 15%. What is the new salary?,$5750 | $5755 | $5747 | $11500,$5750,Increase = \( 15\% \times 5000 = 0.15 \times 5000 = 750 \). New salary = \( 5000 + 750 = 5750 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
quantitative-aptitude-intermediate-percentages-0004,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Percentages,intermediate,"If a price is reduced by 25% and the new price is $150, what was the original price?",$200 | $205 | $197 | $400,$200,Let original price be \( x \). New price = \( 0.75x = 150 \). \( x = 150 / 0.75 = 200 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
quantitative-aptitude-intermediate-percentages-0005,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Percentages,intermediate,"A number is decreased by 10% and then increased by 20%. If the final result is 264, find the original number.",244.44 | 246.94 | 242.94 | 293.33,244.44,Let original number be \( x \). After 10% decrease: \( 0.9x \). After 20% increase: \( 0.9x \times 1.2 = 1.08x \). Given \( 1.08x = 264 \). \( x = 264 / 1.08 = 244.44 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
quantitative-aptitude-intermediate-percentages-0006,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Percentages,intermediate,"If 40% of a number exceeds 25% of it by 30, find the number.",200 | 205 | 197 | 400,200,"Let the number be \( x \). Then, \( 0.4x - 0.25x = 30 \). \( 0.15x = 30 \), so \( x = 30 / 0.15 = 200 \).",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
quantitative-aptitude-intermediate-percentages-0007,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Percentages,intermediate,"A shop offers a 20% discount on an item and still makes a 20% profit. If the cost price is $100, find the marked price.",$150 | $155 | $147 | $300,$150,"Selling price with 20% profit = \( 100 \times 1.2 = 120 \). Let marked price be \( m \). After 20% discount, \( 0.8m = 120 \). \( m = 120 / 0.8 = 150 \).",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
quantitative-aptitude-intermediate-percentages-0008,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Percentages,intermediate,"If a population increases by 10% annually, what is the population after 2 years if it is 1000 now?",1210 | 1215 | 1207 | 2420,1210,Population after 1 year = \( 1000 \times 1.1 = 1100 \). After 2 years = \( 1100 \times 1.1 = 1210 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
quantitative-aptitude-intermediate-percentages-0009,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Percentages,intermediate,"A number is increased by 25% and then decreased by 20%. If the result is 300, find the original number.",300 | 305 | 297 | 600,300,Let original number be \( x \). After 25% increase: \( 1.25x \). After 20% decrease: \( 1.25x \times 0.8 = x \). Given \( x = 300 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
quantitative-aptitude-intermediate-percentages-0010,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Percentages,intermediate,"If 15% of a number is 60, what is 75% of that number?",300 | 305 | 297 | 600,300,"Let the number be \( x \). Given \( 0.15x = 60 \), so \( x = 60 / 0.15 = 400 \). 75% of 400 = \( 0.75 \times 400 = 300 \).",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
quantitative-aptitude-intermediate-profit-and-loss-0011,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Profit and Loss,intermediate,"A shopkeeper sells an item at a 10% profit. If the cost price is $200, what is the selling price?",$220 | $225 | $217 | $440,$220,Profit = \( 10\% \times 200 = 20 \). Selling price = \( 200 + 20 = 220 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
quantitative-aptitude-intermediate-profit-and-loss-0012,quantitative-aptitude,Quantitative Aptitude (Numerical Ability),Profit and Loss,intermediate,"An article is sold at a 15% loss. If the selling price is $170, find the cost price.",$200 | $205 | $197 | $400,$200,Let cost price be \( x \). Selling price = \( 0.85x = 170 \). \( x = 170 / 0.85 = 200 \).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,01 Quantitative Aptitude (Numerical Ability)/02 Intermediate/README.md
